collection,industry,case_id,subject,scene,model,status,image,prompt,reference_image,reference_url,tags
Fashion,Fashion,FSH-09,Runway design,Accra-inspired modern runway couture,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-09.png,"Photorealistic runway fashion image inspired by contemporary West African design, not copying any brand. A Black female model walking a long runway, wearing a sculptural indigo and gold haute-couture gown with structured shoulders, handwoven-textile inspired surface detail, and controlled volume. Audience dimmed, runway brighter than the crowd, accurate spotlight falloff, fabric movement frozen mid-step, editorial camera at runway end, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/9/9f/Fashion_runway5.jpg,https://commons.wikimedia.org/wiki/File:Fashion_runway5.jpg,Fashion; Runway; Haute couture; West African; Black model; Editorial; Reference
Fashion,Fashion,FSH-09,Runway design,Accra-inspired modern runway couture,wan2.7-image,ok,assets/wan2.7-image_FSH-09.png,"Photorealistic runway fashion image inspired by contemporary West African design, not copying any brand. A Black female model walking a long runway, wearing a sculptural indigo and gold haute-couture gown with structured shoulders, handwoven-textile inspired surface detail, and controlled volume. Audience dimmed, runway brighter than the crowd, accurate spotlight falloff, fabric movement frozen mid-step, editorial camera at runway end, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/9/9f/Fashion_runway5.jpg,https://commons.wikimedia.org/wiki/File:Fashion_runway5.jpg,Fashion; Runway; Haute couture; West African; Black model; Editorial; Reference
Fashion,Fashion,FSH-10,Runway design,Tokyo architectural street-couture runway,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-10.png,"Photorealistic Tokyo fashion-week runway image, original architectural street-couture outfit. A Japanese model with sharp bob haircut walks under cool white runway lights wearing layered black technical satin, asymmetrical pleated skirt over slim trousers, translucent raincoat panels, and minimal silver accessories. Clean linear runway, photographers at the end slightly out of focus, realistic fabric opacity and reflections, 85mm editorial lens, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Fashion_Runway.jpg/1920px-Fashion_Runway.jpg,https://commons.wikimedia.org/wiki/File:Fashion_Runway.jpg,Fashion; Runway; Tokyo; Street couture; East Asian; Editorial; Reference
Fashion,Fashion,FSH-10,Runway design,Tokyo architectural street-couture runway,wan2.7-image,ok,assets/wan2.7-image_FSH-10.png,"Photorealistic Tokyo fashion-week runway image, original architectural street-couture outfit. A Japanese model with sharp bob haircut walks under cool white runway lights wearing layered black technical satin, asymmetrical pleated skirt over slim trousers, translucent raincoat panels, and minimal silver accessories. Clean linear runway, photographers at the end slightly out of focus, realistic fabric opacity and reflections, 85mm editorial lens, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Fashion_Runway.jpg/1920px-Fashion_Runway.jpg,https://commons.wikimedia.org/wiki/File:Fashion_Runway.jpg,Fashion; Runway; Tokyo; Street couture; East Asian; Editorial; Reference
Fashion,Fashion,FSH-11,Runway design,Seoul minimalist red-carpet editorial,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-11.png,"Photorealistic red-carpet fashion editorial for a Korean drama premiere, no real celebrities. A Korean actress model wearing an ivory satin column gown with a single sculptural shoulder fold, subtle pearl earrings, and low bun hairstyle. Warm camera flashes, velvet rope and press wall kept out of focus and without readable logos, elegant posture, realistic satin highlights, natural skin texture, 70mm lens, no readable text.",,,Fashion; Runway; Red carpet; Korean; Womenswear; Editorial; Satin
Fashion,Fashion,FSH-11,Runway design,Seoul minimalist red-carpet editorial,wan2.7-image,ok,assets/wan2.7-image_FSH-11.png,"Photorealistic red-carpet fashion editorial for a Korean drama premiere, no real celebrities. A Korean actress model wearing an ivory satin column gown with a single sculptural shoulder fold, subtle pearl earrings, and low bun hairstyle. Use a plain warm gray step-and-repeat inspired backdrop with no words, no symbols, no sponsor marks, and no signage. Elegant posture, realistic satin highlights, natural skin texture, 70mm lens, soft camera flash reflections, no readable text, no logos.",,,Fashion; Runway; Red carpet; Korean; Womenswear; Editorial; Satin
Fashion,Fashion,FSH-12,Runway design,Paris magazine-cover couture with multilingual masthead stress,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-12.png,"Create a photorealistic high-fashion magazine cover style image, original fictional publication, Paris couture mood. A Black French model in a deep emerald velvet tailored gown stands against a limestone studio arch, sophisticated posture, natural skin texture, balanced editorial lighting, luxury styling. Add one clean fictional masthead at the top with exact readable text: MODE / STYLE / 风格 / スタイル. No real magazine names, no brand logos, no extra text.",,,Fashion; Editorial; Magazine cover; Multilingual; French; Black model; Womenswear; Text test
Fashion,Fashion,FSH-12,Runway design,Paris magazine-cover couture with multilingual masthead stress,wan2.7-image,ok,assets/wan2.7-image_FSH-12.png,"Create a photorealistic high-fashion magazine cover style image, original fictional publication, Paris couture mood. A Black French model in a deep emerald velvet tailored gown stands against a limestone studio arch, sophisticated posture, natural skin texture, balanced editorial lighting, luxury styling. Add one clean fictional masthead at the top with exact readable text: MODE / STYLE / 风格 / スタイル. No real magazine names, no brand logos, no extra text.",,,Fashion; Editorial; Magazine cover; Multilingual; French; Black model; Womenswear; Text test
Fashion,Fashion,FSH-13,Runway design,Mumbai couture bridal-look editorial,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-13.png,"Photorealistic luxury fashion editorial inspired by contemporary Indian couture, not a wedding documentary and not copying any designer. A South Asian female model in a modern ruby and antique-gold lehenga silhouette with refined embroidery, sheer dupatta draped naturally, studio backdrop with warm sandstone tones. Accurate jewelry scale, realistic textile weight, graceful pose, editorial lighting, no logos, no text.",,,Fashion; Editorial; South Asian; Indian couture; Womenswear; Jewelry; Textile detail
Fashion,Fashion,FSH-13,Runway design,Mumbai couture bridal-look editorial,wan2.7-image,ok,assets/wan2.7-image_FSH-13.png,"Photorealistic luxury fashion editorial inspired by contemporary Indian couture, not a wedding documentary and not copying any designer. A South Asian female model in a modern ruby and antique-gold lehenga silhouette with refined embroidery, sheer dupatta draped naturally, studio backdrop with warm sandstone tones. Accurate jewelry scale, realistic textile weight, graceful pose, editorial lighting, no logos, no text.",,,Fashion; Editorial; South Asian; Indian couture; Womenswear; Jewelry; Textile detail
Fashion,Fashion,FSH-14,Modest luxury fashion,Middle Eastern abaya couture editorial,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-14.png,"Photorealistic luxury modest-fashion editorial. A Middle Eastern woman wearing a contemporary black silk abaya with matte and glossy panel contrast, pearl-trimmed cuffs, and a soft beige hijab, standing in a modern gallery with warm stone and brushed metal surfaces. Elegant full-length pose, fabric opacity correct, no body-revealing errors, natural face and hands, commercial editorial lighting, no logos, no text.",,,Fashion; Editorial; Modest fashion; Middle Eastern; Womenswear; Abaya; Luxury
Fashion,Fashion,FSH-14,Modest luxury fashion,Middle Eastern abaya couture editorial,wan2.7-image,ok,assets/wan2.7-image_FSH-14.png,"Photorealistic luxury modest-fashion editorial. A Middle Eastern woman wearing a contemporary black silk abaya with matte and glossy panel contrast, pearl-trimmed cuffs, and a soft beige hijab, standing in a modern gallery with warm stone and brushed metal surfaces. Elegant full-length pose, fabric opacity correct, no body-revealing errors, natural face and hands, commercial editorial lighting, no logos, no text.",,,Fashion; Editorial; Modest fashion; Middle Eastern; Womenswear; Abaya; Luxury
Fashion,Fashion,FSH-15,Luxury jewelry macro,Diamond ring campaign macro,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-15.png,"Photorealistic luxury jewelry macro campaign image using the reference diamond ring as product inspiration. A platinum solitaire ring with a clear round diamond on a matte ivory stone surface, controlled black-card reflections, precise prongs, realistic sparkle without overdone starbursts, shallow depth of field, focus stacking feel, 100mm macro lens, premium catalog retouching, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/5/56/Diamond_ring_%28top_down_view%29_%282374464703%29.jpg,https://commons.wikimedia.org/wiki/File:Diamond_ring_(top_down_view)_(2374464703).jpg,Fashion; Jewelry; Luxury; Macro; Product; Ring; Reference
Fashion,Fashion,FSH-15,Luxury jewelry macro,Diamond ring campaign macro,wan2.7-image,ok,assets/wan2.7-image_FSH-15.png,"Photorealistic luxury jewelry macro campaign image using the reference diamond ring as product inspiration. A platinum solitaire ring with a clear round diamond on a matte ivory stone surface, controlled black-card reflections, precise prongs, realistic sparkle without overdone starbursts, shallow depth of field, focus stacking feel, 100mm macro lens, premium catalog retouching, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/5/56/Diamond_ring_%28top_down_view%29_%282374464703%29.jpg,https://commons.wikimedia.org/wiki/File:Diamond_ring_(top_down_view)_(2374464703).jpg,Fashion; Jewelry; Luxury; Macro; Product; Ring; Reference
Fashion,Fashion,FSH-16,Luxury jewelry product,Gold necklace museum-to-campaign upgrade,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-16.png,"Photorealistic high-end jewelry product image inspired by Greek gold fringe necklace museum pieces. Place a refined gold necklace on a warm charcoal velvet bust form, controlled side lighting, soft amber reflection, every link and pendant aligned naturally with gravity, premium jewelry catalog composition, accurate gold color, clean background, no text, no logos.",,https://commons.wikimedia.org/wiki/File:Gold_necklace_MET_DP336810.jpg,Fashion; Jewelry; Luxury; Necklace; Product; Macro
Fashion,Fashion,FSH-16,Luxury jewelry product,Gold necklace museum-to-campaign upgrade,wan2.7-image,ok,assets/wan2.7-image_FSH-16.png,"Photorealistic high-end jewelry product image inspired by Greek gold fringe necklace museum pieces. Place a refined gold necklace on a warm charcoal velvet bust form, controlled side lighting, soft amber reflection, every link and pendant aligned naturally with gravity, premium jewelry catalog composition, accurate gold color, clean background, no text, no logos.",,https://commons.wikimedia.org/wiki/File:Gold_necklace_MET_DP336810.jpg,Fashion; Jewelry; Luxury; Necklace; Product; Macro
Fashion,Fashion,FSH-17,Luxury accessory product,Leather handbag hero packshot,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-17.png,"Photorealistic luxury handbag product hero shot, original design with no brand marks. A structured cognac leather top-handle bag on a pale travertine plinth, three-quarter front view, precise stitching, natural leather grain, brushed gold hardware, soft rectangular studio highlights, subtle shadow, ample clean negative space for advertising crop, no text, no logos.",,,Fashion; Accessories; Luxury; Handbag; Product; Packshot; Leather
Fashion,Fashion,FSH-17,Luxury accessory product,Leather handbag hero packshot,wan2.7-image,ok,assets/wan2.7-image_FSH-17.png,"Photorealistic luxury handbag product hero shot, original design with no brand marks. A structured cognac leather top-handle bag on a pale travertine plinth, three-quarter front view, precise stitching, natural leather grain, brushed gold hardware, soft rectangular studio highlights, subtle shadow, ample clean negative space for advertising crop, no text, no logos.",,,Fashion; Accessories; Luxury; Handbag; Product; Packshot; Leather
Fashion,Fashion,FSH-18,Luxury accessory close-up,Silk scarf and sunglasses flat lay,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-18.png,"Photorealistic luxury accessory flat lay. A hand-rolled silk scarf with an original abstract teal, coral, and ivory pattern lies beside glossy black oval sunglasses and a small gold hair clip on brushed limestone. Top-down composition, controlled reflections on lenses, visible silk weave and rolled hem, premium editorial styling, no brand logos, no readable text.",,,Fashion; Accessories; Luxury; Flat lay; Sunglasses; Silk scarf; Product
Fashion,Fashion,FSH-18,Luxury accessory close-up,Silk scarf and sunglasses flat lay,wan2.7-image,ok,assets/wan2.7-image_FSH-18.png,"Photorealistic luxury accessory flat lay. A hand-rolled silk scarf with an original abstract teal, coral, and ivory pattern lies beside glossy black oval sunglasses and a small gold hair clip on brushed limestone. Top-down composition, controlled reflections on lenses, visible silk weave and rolled hem, premium editorial styling, no brand logos, no readable text.",,,Fashion; Accessories; Luxury; Flat lay; Sunglasses; Silk scarf; Product
Fashion,Fashion,FSH-19,Footwear e-commerce,Sneaker multi-angle product board,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-19.png,"Create a photorealistic e-commerce footwear product board showing one original off-white and moss-green lifestyle sneaker in four clean views on a white background: side profile, 45-degree front, heel view, and sole detail. Consistent shoe design across all views, accurate laces, stitching, rubber sole texture, soft studio shadows, no text, no logos.",,,Fashion; Footwear; E-commerce; Product board; Multi-angle; Sneakers
Fashion,Fashion,FSH-19,Footwear e-commerce,Sneaker multi-angle product board,wan2.7-image,ok,assets/wan2.7-image_FSH-19.png,"Create a photorealistic e-commerce footwear product board showing one original off-white and moss-green lifestyle sneaker in four clean views on a white background: side profile, 45-degree front, heel view, and sole detail. Consistent shoe design across all views, accurate laces, stitching, rubber sole texture, soft studio shadows, no text, no logos.",,,Fashion; Footwear; E-commerce; Product board; Multi-angle; Sneakers
Fashion,Fashion,FSH-20,Material swatch board,Fabric and trim sourcing board with multilingual labels,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-20.png,"Photorealistic fashion production material board on a neutral worktable, arranged as a clean 2-by-3 grid of large swatch cards with generous spacing. Six swatches only: wool, denim, silk, leather, recycled nylon, metal zipper. Print one large crisp label below each swatch using these exact short labels: WOOL, DENIM, SILK, ??, ???, ???. Realistic textile texture, overhead camera, commercial design studio lighting, no brand logos, no extra words.",,,Fashion; Production; Materials; Swatches; Multilingual; Textile; Design board; Text test
Fashion,Fashion,FSH-20,Material swatch board,Fabric and trim sourcing board with multilingual labels,wan2.7-image,ok,assets/wan2.7-image_FSH-20.png,"Photorealistic fashion production material board on a neutral worktable. Arrange labeled swatches of wool, denim, silk, leather, recycled nylon, buttons, zippers, and thread cards in a tidy grid with realistic shadows and texture. Include short multilingual labels only: WOOL, DENIM, SILK, 皮革, シルク, صوف. Clean overhead camera, commercial design studio lighting, no brand logos, no extra text.",,,Fashion; Production; Materials; Swatches; Multilingual; Textile; Design board; Text test
Fashion,Fashion,FSH-21,Lookbook campaign,Latin American resortwear lookbook,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-21.png,"Photorealistic resortwear lookbook image for a Latin American coastal brand. An Afro-Latina model and a Latino male model walk along a white stucco terrace at golden hour, wearing airy linen separates in terracotta, cream, and sea-blue. Natural wind in fabric, authentic relaxed expressions, realistic skin tones, commercial lifestyle composition, 50mm lens, no logos, no text.",,,Fashion; Lookbook; Latin America; Resortwear; Multi-model; Lifestyle; Linen
Fashion,Fashion,FSH-21,Lookbook campaign,Latin American resortwear lookbook,wan2.7-image,ok,assets/wan2.7-image_FSH-21.png,"Photorealistic resortwear lookbook image for a Latin American coastal brand. An Afro-Latina model and a Latino male model walk along a white stucco terrace at golden hour, wearing airy linen separates in terracotta, cream, and sea-blue. Natural wind in fabric, authentic relaxed expressions, realistic skin tones, commercial lifestyle composition, 50mm lens, no logos, no text.",,,Fashion; Lookbook; Latin America; Resortwear; Multi-model; Lifestyle; Linen
Fashion,Fashion,FSH-22,Youth fashion campaign,Chinese Gen-Z city commute styling,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-22.png,"Photorealistic Chinese Gen-Z city commute fashion campaign. Two young Chinese models on a Shanghai pedestrian overpass at blue hour, one wearing a cropped technical jacket with pleated skirt and sneakers, the other wearing a relaxed blazer with wide-leg trousers and crossbody bag. Neon reflections kept soft and realistic, candid street-fashion energy, sharp garment detail, no readable signs, no logos.",,,Fashion; Lookbook; China; Gen-Z; Street style; Multi-model; Location
Fashion,Fashion,FSH-22,Youth fashion campaign,Chinese Gen-Z city commute styling,wan2.7-image,ok,assets/wan2.7-image_FSH-22.png,"Photorealistic Chinese Gen-Z city commute fashion campaign. Two young Chinese models on a Shanghai pedestrian overpass at blue hour, one wearing a cropped technical jacket with pleated skirt and sneakers, the other wearing a relaxed blazer with wide-leg trousers and crossbody bag. Neon reflections kept soft and realistic, candid street-fashion energy, sharp garment detail, no readable signs, no logos.",,,Fashion; Lookbook; China; Gen-Z; Street style; Multi-model; Location
Fashion,Fashion,FSH-23,Plus-size eveningwear,Inclusive red-carpet gown look,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-23.png,"Photorealistic inclusive red-carpet fashion portrait. A plus-size Indigenous North American woman with warm brown skin tone and long dark hair, wearing a midnight-blue velvet evening gown with elegant long sleeves and subtle beadwork inspired by geometric motifs, standing on a quiet red-carpet entrance. Natural confident pose, realistic fabric weight, respectful contemporary styling, soft flash lighting, no text, no logos.",,,Fashion; Red carpet; Plus-size; Indigenous; Womenswear; Eveningwear; Inclusive
Fashion,Fashion,FSH-23,Plus-size eveningwear,Inclusive red-carpet gown look,wan2.7-image,ok,assets/wan2.7-image_FSH-23.png,"Photorealistic inclusive red-carpet fashion portrait. A plus-size Indigenous North American woman with warm brown skin tone and long dark hair, wearing a midnight-blue velvet evening gown with elegant long sleeves and subtle beadwork inspired by geometric motifs, standing on a quiet red-carpet entrance. Natural confident pose, realistic fabric weight, respectful contemporary styling, soft flash lighting, no text, no logos.",,,Fashion; Red carpet; Plus-size; Indigenous; Womenswear; Eveningwear; Inclusive
Fashion,Fashion,FSH-24,Backstage production,Couture fitting room workflow,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-24.png,"Photorealistic backstage couture fitting room workflow. A diverse small team of stylists and tailors adjust a structured silver gown on a tall dark-skinned model in front of mirrors and garment racks. Pins, measuring tape, muslin pattern pieces, and fabric bolts visible, but no readable brand names. Warm practical lights, candid documentary composition, realistic hands and fabric handling, production-environment credibility, no text.",,,Fashion; Production; Backstage; Couture fitting; Workflow; Diverse team; Documentary
Fashion,Fashion,FSH-24,Backstage production,Couture fitting room workflow,wan2.7-image,ok,assets/wan2.7-image_FSH-24.png,"Photorealistic backstage couture fitting room workflow. A diverse small team of stylists and tailors adjust a structured silver gown on a tall dark-skinned model in front of mirrors and garment racks. Pins, measuring tape, muslin pattern pieces, and fabric bolts visible, but no readable brand names. Warm practical lights, candid documentary composition, realistic hands and fabric handling, production-environment credibility, no text.",,,Fashion; Production; Backstage; Couture fitting; Workflow; Diverse team; Documentary
Design,Design,DSG-01,Xiaohongshu travel cover,Culture tourism poster for Dali,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-01.png,"Create a polished Xiaohongshu-style culture tourism cover poster for Dali, China. Square mobile feed cover, warm editorial travel photography collage with Erhai lake, Cangshan mountains, old town street details, soft stickers and travel map accents. Use crisp readable Chinese title text exactly: 大理三日游. Add one smaller subtitle exactly: 慢旅行路线. No other text. High contrast, clean hierarchy, premium social media design.",,,Design; Xiaohongshu; Travel; Chinese text; Poster; Social cover; Reviewed
Design,Design,DSG-01,Xiaohongshu travel cover,Culture tourism poster for Dali,wan2.7-image,ok,assets/wan2.7-image_DSG-01.png,"Create a clean Xiaohongshu-style travel cover poster for an original lakeside old town. Square mobile cover, warm lake-and-mountain travel collage, old street, map sticker, soft sunlight. Use only two crisp Chinese text lines: title ????? and subtitle ?????. No other text, no small map text, no fake characters. Premium social media layout.",,,Design; Xiaohongshu; Travel; Chinese text; Poster; Social cover; Reviewed
Design,Design,DSG-02,Xiaohongshu city walk cover,Shanghai city walk note cover,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-02.png,"Create a Xiaohongshu travel note cover for a Shanghai city walk. Square cover, editorial street photo collage with plane-tree shadows, old lane architecture, coffee cup, metro line motif, red bookmark sticker aesthetic. Use crisp readable headline exactly: 上海CITY WALK. Use smaller subtitle exactly: 一日路线. No other text. Modern warm lifestyle design, clear mobile readability.",,,Design; Xiaohongshu; City walk; Chinese text; Poster; Social cover; Reviewed
Design,Design,DSG-02,Xiaohongshu city walk cover,Shanghai city walk note cover,wan2.7-image,ok,assets/wan2.7-image_DSG-02.png,"Create a Xiaohongshu travel note cover for a Shanghai city walk. Square cover, editorial street photo collage with plane-tree shadows, old lane architecture, coffee cup, metro line motif, red bookmark sticker aesthetic. Use crisp readable headline exactly: 上海CITY WALK. Use smaller subtitle exactly: 一日路线. No other text. Modern warm lifestyle design, clear mobile readability.",,,Design; Xiaohongshu; City walk; Chinese text; Poster; Social cover; Reviewed
Design,Design,DSG-03,YouTube tutorial thumbnail,AI editing tutorial thumbnail,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-03.png,"Create a high-click YouTube tutorial thumbnail. 16:9 composition inside a square canvas with safe margins, high contrast blue and yellow, one expressive creator face on the left, laptop editing timeline on the right, bold arrow and glow effects. Add big crisp readable text exactly: AI EDITING. Add small badge text exactly: 5 STEPS. No other text. Mobile-readable, professional thumbnail design.",,,Design; YouTube; Tutorial thumbnail; English text; High contrast; Reviewed
Design,Design,DSG-03,YouTube tutorial thumbnail,AI editing tutorial thumbnail,wan2.7-image,ok,assets/wan2.7-image_DSG-03.png,"Create a high-click YouTube tutorial thumbnail. 16:9 composition inside a square canvas with safe margins, high contrast blue and yellow, one expressive creator face on the left, laptop editing timeline on the right, bold arrow and glow effects. Add big crisp readable text exactly: AI EDITING. Add small badge text exactly: 5 STEPS. No other text. Mobile-readable, professional thumbnail design.",,,Design; YouTube; Tutorial thumbnail; English text; High contrast; Reviewed
Design,Design,DSG-04,YouTube tutorial thumbnail,Coding app tutorial thumbnail,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-04.png,"Create a modern YouTube coding tutorial thumbnail. Dark interface background, bright green code window, smartphone app mockup, confident developer portrait, strong orange highlight shape. Add big crisp readable text exactly: BUILD APP. Add small badge exactly: 2026. No other text. High contrast, bold typography, clear focal point, 16:9 thumbnail framed in square canvas.",,,Design; YouTube; Coding tutorial; English text; Thumbnail; Reviewed
Design,Design,DSG-04,YouTube tutorial thumbnail,Coding app tutorial thumbnail,wan2.7-image,ok,assets/wan2.7-image_DSG-04.png,"Create a modern YouTube coding tutorial thumbnail. Dark interface background, bright green code window, smartphone app mockup, confident developer portrait, strong orange highlight shape. Add big crisp readable text exactly: BUILD APP. Add small badge exactly: 2026. No other text. High contrast, bold typography, clear focal point, 16:9 thumbnail framed in square canvas.",,,Design; YouTube; Coding tutorial; English text; Thumbnail; Reviewed
Design,Design,DSG-05,Podcast cover,Minimal technology podcast cover,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-05.png,"Create a square podcast cover art design for a fictional technology show. Premium minimal composition, deep midnight background, subtle waveform sculpture, cyan and silver accent light, clean sans-serif typography. Add crisp readable title exactly: QUIET SIGNAL. Add smaller host line exactly: with Mira Chen. No other text. Must remain readable at small size.",,,Design; Podcast cover; English text; Audio; Minimal; Reviewed
Design,Design,DSG-05,Podcast cover,Minimal technology podcast cover,wan2.7-image,ok,assets/wan2.7-image_DSG-05.png,"Create a square podcast cover art design for a fictional technology show. Premium minimal composition, deep midnight background, subtle waveform sculpture, cyan and silver accent light, clean sans-serif typography. Add crisp readable title exactly: QUIET SIGNAL. Add smaller host line exactly: with Mira Chen. No other text. Must remain readable at small size.",,,Design; Podcast cover; English text; Audio; Minimal; Reviewed
Design,Design,DSG-06,Podcast cover,Chinese design podcast cover,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-06.png,"Create a square podcast cover for a Chinese design podcast. Warm paper texture, abstract chair silhouette, microphone line art, refined editorial layout. Add crisp readable Chinese title exactly: 设计夜谈. Add smaller subtitle exactly: Design Talks. No other text. Elegant, readable at small size, high contrast typography.",,,Design; Podcast cover; Chinese text; Audio; Editorial; Reviewed
Design,Design,DSG-06,Podcast cover,Chinese design podcast cover,wan2.7-image,ok,assets/wan2.7-image_DSG-06.png,"Create a square podcast cover for a Chinese design podcast. Warm paper texture, abstract chair silhouette, microphone line art, refined editorial layout. Add crisp readable Chinese title exactly: 设计夜谈. Add smaller subtitle exactly: Design Talks. No other text. Elegant, readable at small size, high contrast typography.",,,Design; Podcast cover; Chinese text; Audio; Editorial; Reviewed
Design,Design,DSG-07,Web3 social avatar,Cyberpunk PFP avatar,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-07.png,"Create a Web3 social profile avatar for a fictional community. Square PFP, centered stylized 3D character bust, diverse young woman with chrome visor, holographic jacket, neon teal and magenta rim light, simple geometric background, collectible avatar style with clean silhouette. No text, no logos, no watermark. Must work as a small circular profile picture.",,,Design; Web3; PFP; Avatar; Social identity; No text; Reviewed
Design,Design,DSG-07,Web3 social avatar,Cyberpunk PFP avatar,wan2.7-image,ok,assets/wan2.7-image_DSG-07.png,"Create a Web3 social profile avatar for a fictional community. Square PFP, centered stylized 3D character bust, diverse young woman with chrome visor, holographic jacket, neon teal and magenta rim light, simple geometric background, collectible avatar style with clean silhouette. No text, no logos, no watermark. Must work as a small circular profile picture.",,,Design; Web3; PFP; Avatar; Social identity; No text; Reviewed
Design,Design,DSG-08,Web3 social avatar,Generative trait avatar set,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-08.png,"Create a square Web3 avatar collection preview with four original PFP characters in a 2 by 2 grid, same illustration style, each with different traits: robotic headphones, pixel halo, neon jacket, crystal glasses. Clean backgrounds, strong silhouettes, consistent lighting, no text, no logos, no watermark. Professional collectible social avatar showcase.",,,Design; Web3; PFP; Trait system; Avatar; No text; Reviewed
Design,Design,DSG-08,Web3 social avatar,Generative trait avatar set,wan2.7-image,ok,assets/wan2.7-image_DSG-08.png,"Create a square Web3 avatar collection preview with four original PFP characters in a 2 by 2 grid, same illustration style, each with different traits: robotic headphones, pixel halo, neon jacket, crystal glasses. Clean backgrounds, strong silhouettes, consistent lighting, no text, no logos, no watermark. Professional collectible social avatar showcase.",,,Design; Web3; PFP; Trait system; Avatar; No text; Reviewed
Design,Design,DSG-09,K-pop support screen,Idol birthday LED billboard,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-09.png,"Create a K-pop fan support LED billboard design for a fictional idol, not a real person. Wide stage screen layout inside square canvas, glamorous portrait of an original idol, pink and silver light beams, floating hearts, concert LED texture. Add crisp readable text exactly: HAPPY LINA DAY. Add smaller text exactly: FAN SUPPORT. No other text. Premium arena-screen design.",,,Design; K-pop; Fan support; LED billboard; English text; Reviewed
Design,Design,DSG-09,K-pop support screen,Idol birthday LED billboard,wan2.7-image,ok,assets/wan2.7-image_DSG-09.png,"Create a K-pop fan support LED billboard design for a fictional idol, not a real person. Wide stage screen layout inside square canvas, glamorous portrait of an original idol, pink and silver light beams, floating hearts, concert LED texture. Add crisp readable text exactly: HAPPY LINA DAY. Add smaller text exactly: FAN SUPPORT. No other text. Premium arena-screen design.",,,Design; K-pop; Fan support; LED billboard; English text; Reviewed
Design,Design,DSG-10,K-pop support screen,Comeback cheering screen,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-10.png,"Create a K-pop comeback cheering screen for a fictional performer. Giant outdoor LED display mockup at night, purple laser background, original idol silhouette, lightstick glow, dynamic stage typography. Add crisp readable headline exactly: STAGE QUEEN. Add smaller line exactly: COMEBACK NIGHT. No other text. Bold, readable from distance, polished fan-campaign aesthetic.",,,Design; K-pop; Fan support; LED screen; English text; Reviewed
Design,Design,DSG-10,K-pop support screen,Comeback cheering screen,wan2.7-image,ok,assets/wan2.7-image_DSG-10.png,"Create a K-pop comeback cheering screen for a fictional performer. Giant outdoor LED display mockup at night, purple laser background, original idol silhouette, lightstick glow, dynamic stage typography. Add crisp readable headline exactly: STAGE QUEEN. Add smaller line exactly: COMEBACK NIGHT. No other text. Bold, readable from distance, polished fan-campaign aesthetic.",,,Design; K-pop; Fan support; LED screen; English text; Reviewed
Design,Design,DSG-11,Corporate logo and slogan,Technology brand logo lockup,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_DSG-11.png,"Create a corporate logo and slogan board for a fictional technology consulting brand. Minimal geometric north-star icon, black and electric-blue palette, generous white space. Use only two text lines: NOVA and Build Clear Futures. No Chinese text, no extra captions, no proposal-board text, no tiny notes. Professional scalable brand identity.",,,Design; Corporate logo; Slogan; English text; Brand identity; Reviewed
